P,N,E,Z,D
27311,2064908.923,6573697.421,172.962,WSE
27312,2064908.554,6573692.981,173.045,WSE
27313,2064907.951,6573688.459,173.022,WSE
27314,2064907.227,6573683.741,173.011,WSE
27315,2064906.002,6573679.192,172.996,WSE
27316,2064905.176,6573674.421,172.996,WSE
27317,2064904.327,6573669.555,172.98,WSE
27318,2064903.511,6573664.542,172.986,WSE
27319,2064902.48,6573659.44,172.968,WSE
27321,2064899.572,6573649.347,172.953,WSE
27322,2064897.742,6573644.562,172.947,WSE
27323,2064895.78,6573640.266,173.001,WSE
27324,2064894.208,6573636.555,172.981,WSE
27325,2064893.758,6573632.255,172.989,WSE
27326,2064895.787,6573627.512,172.962,WSE
27327,2064898.916,6573623.277,172.995,WSE
27328,2064902.363,6573620.858,172.961,WSE
27329,2064905.391,6573618.232,172.959,WSE
27330,2064908.989,6573616.169,172.988,WSE
27331,2064912.933,6573615.988,173.023,WSE
27332,2064916.968,6573617.175,173.002,WSE
27333,2064920.763,6573619.245,173.004,WSE
27334,2064924.315,6573622.177,173.053,WSE
27335,2064928.397,6573625.369,173.005,WSE
27336,2064931.999,6573628.864,173.032,WSE
27337,2064934.683,6573633.051,173.013,WSE
27338,2064935.216,6573637.209,173.019,WSE
27339,2064934.451,6573639.871,173.012,WSE
27340,2064933.345,6573642.87,173.013,WSE
27341,2064931.223,6573645.035,172.982,WSE
27342,2064928.653,6573646.307,173.047,WSE
27343,2064925.033,6573647.214,173.02,WSE
27344,2064920.907,6573648.326,172.962,WSE
27345,2064916.423,6573649.016,173.067,WSE
27346,2064911.273,6573648.759,173.057,WSE
27347,2064906.031,6573648.84,172.98,WSE
27348,2064900.672,6573648.928,173.062,WSE
27349,2064895.419,6573648.131,173.034,WSE
27350,2064890.655,6573646.288,173.054,WSE
27351,2064888.262,6573641.623,172.944,WSE
27352,2064887.532,6573636.605,173.038,WSE
27353,2064887.271,6573631.25,173.055,WSE
27354,2064887.529,6573625.974,173.001,WSE
27355,2064888.44,6573620.929,173.001,WSE
27356,2064890.201,6573615.733,173.07,WSE
27357,2064891.546,6573610.639,173.076,WSE
27358,2064893.427,6573605.425,173.006,WSE
27359,2064894.422,6573600.389,172.97,WSE
27360,2064895.361,6573595.301,173.026,WSE
27361,2064896.466,6573590.268,172.986,WSE
27362,2064898.22,6573585.338,172.991,WSE
27363,2064899.545,6573580.171,173.008,WSE
27364,2064900.712,6573574.917,172.973,WSE
27365,2064902.001,6573569.725,172.986,WSE
27366,2064903.223,6573564.471,172.957,WSE
27367,2064904.743,6573559.337,172.983,WSE
27368,2064906.101,6573554.363,172.982,WSE
27369,2064907.353,6573549.151,172.943,WSE
27370,2064908.572,6573544.152,173.01,WSE
27371,2064910.02,6573539.002,173.068,WSE
27372,2064910.859,6573534.017,173.054,WSE
27373,2064912.174,6573528.771,173.054,WSE
27374,2064912.991,6573523.522,173.035,WSE
27375,2064913.857,6573518.45,173.004,WSE
27376,2064914.589,6573513.238,173.088,WSE
27377,2064914.831,6573508.078,173.043,WSE
27378,2064915.195,6573502.72,173.05,WSE
27379,2064914.983,6573497.52,173.022,WSE
27380,2064914.936,6573492.102,172.998,WSE
27381,2064914.357,6573486.99,173.008,WSE
27382,2064913.555,6573481.807,173.029,WSE
27383,2064912.632,6573476.556,173.01,WSE
27384,2064911.63,6573471.645,172.995,WSE
27386,2064909.501,6573461.498,173.001,WSE
27387,2064908.615,6573456.206,173.016,WSE
27388,2064908.368,6573450.961,173.019,WSE
27389,2064907.969,6573445.558,173.045,WSE
27390,2064907.706,6573440.089,173.026,WSE
27391,2064907.829,6573435.039,173.03,WSE
27392,2064908.072,6573429.997,173.034,WSE
27393,2064908.966,6573424.685,173.023,WSE
27394,2064910.144,6573419.799,173.045,WSE
27395,2064911.185,6573414.796,173.029,WSE
27396,2064912.277,6573409.68,173.092,WSE
27397,2064914.372,6573404.921,173.036,WSE
27398,2064916.784,6573400.276,173.012,WSE
27399,2064919.603,6573396.007,173.043,WSE
27400,2064922.336,6573391.783,173.007,WSE
27401,2064925.476,6573387.876,173.077,WSE
27402,2064928.761,6573383.894,173.071,WSE
27403,2064931.886,6573379.972,173.064,WSE
27404,2064935.237,6573376.006,173.096,WSE
27405,2064938.527,6573372.009,173.005,WSE
27406,2064941.596,6573367.974,173.06,WSE
27407,2064944.822,6573364.096,173.055,WSE
27408,2064947.983,6573360.106,173.074,WSE
27409,2064951.256,6573356.039,173.062,WSE
27410,2064954.727,6573352.499,173.1,WSE
27411,2064958.536,6573350.939,173.104,WSE
27418,2064950.412,6573345.15,173.065,WSE
27419,2064947.418,6573345.252,173.111,WSE
27420,2064944.196,6573345.392,173.083,WSE
27421,2064941.036,6573345.653,173.081,WSE
27422,2064937.334,6573345.146,173.105,WSE
27423,2064933.673,6573344.55,173.083,WSE
27424,2064930.144,6573343.959,173.057,WSE
27425,2064927.011,6573343.452,173.055,WSE
27426,2064925.304,6573342.219,173.084,WSE
27427,2064924.23,6573340.215,173.083,WSE
27428,2064922.241,6573338.939,173.065,WSE
27429,2064921.433,6573337.874,173.122,WSE
27430,2064922.544,6573335.476,173.108,WSE
27431,2064924.096,6573334.745,173.071,WSE
27432,2064926.375,6573334.004,173.126,WSE
27433,2064929.329,6573333.107,173.07,WSE
27434,2064932.895,6573332.355,173.062,WSE
27435,2064935.79,6573332.301,173.108,WSE
27436,2064939.294,6573330.987,173.051,WSE
27437,2064942.304,6573330.271,173.058,WSE
27438,2064944.483,6573329.757,173.073,WSE
27439,2064946,6573328.153,173.076,WSE
27440,2064947.454,6573326.321,173.107,WSE
27441,2064946.792,6573324.455,173.063,WSE
27442,2064946.256,6573323.282,173.086,WSE
27443,2064945.865,6573321.969,173.081,WSE
27444,2064946.191,6573321.718,173.076,WSE
27445,2064946.029,6573322.441,173.077,WSE
27446,2064944.251,6573322.461,173.066,WSE
27447,2064941.703,6573320.412,173.058,WSE
27448,2064938.908,6573316.568,173.078,WSE
27449,2064935.506,6573313.084,173.043,WSE
27450,2064932.265,6573310.326,173.032,WSE
27452,2064926.653,6573306.013,172.994,WSE
27453,2064924.342,6573305.153,173.018,WSE
27454,2064923.993,6573304.524,173.055,WSE
27455,2064924.893,6573303.96,173.058,WSE
27456,2064926.623,6573303.46,173.075,WSE
27457,2064929.564,6573302.84,173.068,WSE
27458,2064932.92,6573302.059,173.104,WSE
27459,2064936.766,6573301.517,173.004,WSE
27460,2064939.61,6573301.442,173.074,WSE
27461,2064941.624,6573300.441,173.098,WSE
27462,2064943.848,6573298.862,173.058,WSE
27463,2064946.166,6573297.226,173.069,WSE
27464,2064948.28,6573294.248,173.058,WSE
27465,2064948.223,6573290.321,173.067,WSE
27466,2064946.835,6573287.604,173.064,WSE
27468,2064945.138,6573285.868,173.061,WSE
27469,2064944.921,6573284.562,173.094,WSE
27470,2064944.188,6573281.384,173.047,WSE
27471,2064943.356,6573279.777,172.989,WSE
27472,2064942.211,6573279.939,172.963,WSE
27473,2064941.173,6573279.059,173.008,WSE
27474,2064939.038,6573278.756,173.044,WSE
27475,2064937.186,6573277.798,173.054,WSE
27476,2064934.841,6573276.16,173.019,WSE
27477,2064931.985,6573275.792,173.067,WSE
27478,2064928.206,6573274.445,173.004,WSE
27479,2064924.213,6573272.263,173.054,WSE
27480,2064921.873,6573268.276,173.042,WSE
27481,2064922.849,6573264.787,173.053,WSE
27482,2064924.605,6573264.734,173.083,WSE
27483,2064924.276,6573265.481,173.052,WSE
27484,2064924.355,6573264.873,173.07,WSE
27485,2064926.238,6573264.395,173.077,WSE
27486,2064928.961,6573264.807,173.013,WSE
27487,2064932.214,6573265.572,173.079,WSE
27488,2064936.071,6573266.283,173.038,WSE
27489,2064939.77,6573265.34,173.06,WSE
27490,2064940.851,6573263.298,173.07,WSE
27492,2064937.881,6573260.385,173.021,WSE
27493,2064936.139,6573259.437,173.02,WSE
27494,2064934.724,6573258.978,173.014,WSE
27495,2064932.937,6573258.218,173.014,WSE
27496,2064931.208,6573257.36,173.018,WSE
27497,2064929.671,6573256.415,173.11,WSE
27498,2064930.762,6573254.253,173.035,WSE
27499,2064932.473,6573251.693,173.056,WSE
27500,2064934.883,6573249.113,173.034,WSE
27501,2064937.09,6573246.276,173.028,WSE
27503,2064939.074,6573242.101,172.993,WSE
27505,2064934.259,6573239.573,173.017,WSE
27506,2064930.186,6573238.86,172.986,WSE
27507,2064926.012,6573239.333,173.004,WSE
27508,2064921.806,6573240.135,173,WSE
27509,2064917.682,6573241.746,172.98,WSE
27510,2064913.964,6573243.891,172.974,WSE
27511,2064910.664,6573245.923,172.973,WSE
27512,2064910.648,6573245.792,172.996,WSE
27513,2064912.357,6573245.893,173.006,WSE
27514,2064913.04,6573245.016,173.032,WSE
27515,2064913.347,6573242.828,173.065,WSE
27516,2064914.322,6573239.251,173.061,WSE
27517,2064915.35,6573234.749,173.012,WSE
27518,2064916.263,6573229.783,173.065,WSE
27519,2064917.79,6573224.708,173.013,WSE
27520,2064918.796,6573220.336,173.001,WSE
27525,2064909.518,6573224.867,172.976,WSE
27526,2064906.717,6573227.585,173.027,WSE
27527,2064903.923,6573230.565,173.016,WSE
27528,2064901.421,6573234.065,173.005,WSE
27529,2064899.277,6573237.95,173.017,WSE
27530,2064897.462,6573241.738,173.037,WSE
27531,2064895.942,6573245.49,173.009,WSE
27532,2064893.472,6573248.86,172.983,WSE
27533,2064891.558,6573250.771,173.018,WSE
27534,2064890.131,6573249.973,173.017,WSE
27535,2064888.458,6573248.3,173.049,WSE
27536,2064886.084,6573245.605,173.034,WSE
27537,2064883.848,6573242.319,173.036,WSE
27538,2064881.613,6573238.104,173.025,WSE
27539,2064879.563,6573233.952,173.013,WSE
27540,2064877.568,6573229.789,173.021,WSE
27541,2064877.141,6573225.351,173.04,WSE
27542,2064878.02,6573223.351,173.001,WSE
27543,2064875.661,6573222.025,172.997,WSE
27544,2064873.007,6573221.515,173.019,WSE
27545,2064871.657,6573222.238,173.009,WSE
27549,2064870.273,6573232.145,173.057,WSE
27550,2064870.586,6573235.002,173.054,WSE
27551,2064868.657,6573237.61,173.026,WSE
27552,2064867.748,6573240.384,172.953,WSE
27553,2064868.394,6573242.552,173.076,WSE
27554,2064869.226,6573243.711,173.067,WSE
27555,2064868.578,6573245.696,173.031,WSE
27557,2064867.681,6573251.138,173.067,WSE
27558,2064869.25,6573253.488,173.026,WSE
27559,2064871.187,6573255.154,172.964,WSE
27560,2064873.444,6573256.924,173.043,WSE
27561,2064876.667,6573258.81,173.049,WSE
27563,2064884.092,6573262.233,173.064,WSE
27564,2064888.338,6573264.386,173.03,WSE
27565,2064892.665,6573266.319,173.022,WSE
27566,2064897.212,6573268.363,173.072,WSE
27567,2064902.067,6573270.253,173.007,WSE
27568,2064906.832,6573271.875,173.103,WSE
27569,2064911.757,6573273.271,173.026,WSE
27570,2064916.345,6573274.47,173.035,WSE
27571,2064920.695,6573275.008,173.052,WSE
27572,2064924.428,6573274.059,173.067,WSE
27573,2064927.497,6573272.035,173.028,WSE
27574,2064930.373,6573269.205,173.061,WSE
27575,2064931.742,6573265.574,173.077,WSE
27576,2064932.517,6573262.263,173.044,WSE
27577,2064934.284,6573258.307,173.01,WSE
27578,2064934.752,6573253.942,172.977,WSE
27579,2064934.159,6573249.77,173.032,WSE
27580,2064933.542,6573245.821,173.061,WSE
27581,2064932.286,6573240.777,173.028,WSE
27582,2064930.73,6573235.75,172.994,WSE
27583,2064929.16,6573230.795,172.985,WSE
27584,2064927.047,6573225.959,172.982,WSE
27585,2064924.705,6573221.739,173.017,WSE
27586,2064922.252,6573218.544,173.005,WSE
27606,2064896.174,6573176.587,172.849,WSE
27613,2064897.813,6573156.721,172.732,WSE
27614,2064894.768,6573154.211,172.718,WSE
27631,2064908.639,6573120.92,172.677,WSE
27636,2064945.133,6573148.212,172.644,WSE
27637,2064945.224,6573150.04,172.641,WSE
27638,2064945.46,6573151.857,172.618,WSE
27639,2064946.588,6573154.001,172.654,WSE
27640,2064947.627,6573156.736,172.661,WSE
27641,2064948.663,6573159.475,172.674,WSE
27642,2064949.693,6573162.441,172.644,WSE
27643,2064950.957,6573165.685,172.662,WSE
27644,2064951.882,6573169.267,172.644,WSE
27645,2064952.433,6573172.911,172.648,WSE
27646,2064952.693,6573176.456,172.653,WSE
27647,2064953.14,6573179.983,172.655,WSE
27648,2064954.578,6573183.35,172.639,WSE
27649,2064955.682,6573186.595,172.671,WSE
27650,2064956.47,6573190.191,172.646,WSE
27661,2064977.037,6573168.398,172.737,WSE
27662,2064978.481,6573163.46,172.775,WSE
27663,2064980.306,6573159.75,172.735,WSE
27664,2064981.428,6573158.916,172.754,WSE
27665,2064980.6,6573159.341,172.778,WSE
27666,2064979.022,6573158.906,172.768,WSE
27667,2064978.584,6573159.061,172.787,WSE
27668,2064977.34,6573159.77,172.706,WSE
27669,2064975.455,6573160.842,172.651,WSE
27670,2064972.447,6573161.719,172.671,WSE
27671,2064968.983,6573161.857,172.689,WSE
27672,2064965.057,6573162.025,172.689,WSE
27673,2064960.326,6573162.273,172.67,WSE
27674,2064956.181,6573162.482,172.619,WSE
27675,2064953.722,6573162.474,172.635,WSE
27676,2064952.726,6573161.736,172.651,WSE
27677,2064952.243,6573160.094,172.665,WSE
27678,2064951.606,6573157.779,172.681,WSE
27679,2064951.278,6573156.846,172.677,WSE
27680,2064952.304,6573156.155,172.644,WSE
27681,2064954.185,6573154.48,172.59,WSE
27682,2064956.385,6573151.774,172.631,WSE
27683,2064958.591,6573148.177,172.568,WSE
27684,2064960.738,6573143.786,172.576,WSE
27685,2064963.359,6573142.708,172.59,WSE
27686,2064963.759,6573141.344,172.62,WSE
27687,2064960.996,6573141.659,172.619,WSE
27688,2064958.511,6573139.622,172.61,WSE
27689,2064957.569,6573138.174,172.645,WSE
27690,2064955.573,6573137.077,172.623,WSE
27691,2064953.152,6573135.608,172.596,WSE
27692,2064951.467,6573132.404,172.611,WSE
27693,2064951.257,6573128.999,172.632,WSE
27694,2064949.637,6573127.411,172.614,WSE
27695,2064948.679,6573125.949,172.636,WSE
27696,2064949.957,6573123.252,172.634,WSE
27697,2064950.919,6573122.234,172.603,WSE
27698,2064953.062,6573120.789,172.617,WSE
27699,2064955.732,6573119.608,172.613,WSE
27700,2064958.412,6573118.975,172.655,WSE
27701,2064961.141,6573118.227,172.66,WSE
27702,2064963.815,6573117.786,172.629,WSE
27703,2064966.881,6573116.985,172.643,WSE
27704,2064969.016,6573115.737,172.629,WSE
27706,2064972.124,6573112.694,172.652,WSE
27707,2064973.314,6573111.227,172.648,WSE
27708,2064974.137,6573111.173,172.666,WSE
27709,2064973.466,6573108.595,172.645,WSE
27711,2064971.724,6573106.785,172.568,WSE
27712,2064969.42,6573106.586,172.573,WSE
27713,2064966.874,6573106.786,172.564,WSE
27714,2064964.107,6573107.427,172.585,WSE
27728,2064921.03,6573097.257,172.604,WSE
27739,2064940.817,6573076.453,172.604,WSE
27740,2064945.647,6573076.159,172.568,WSE
27742,2064951.652,6573075.115,172.555,WSE
27743,2064953.891,6573074.233,172.561,WSE
27744,2064956.651,6573073.243,172.54,WSE
27751,2064968.039,6573047.429,172.309,WSE
27752,2064966.363,6573042.364,172.355,WSE
27754,2064963.015,6573032.283,172.177,WSE
27757,2064962.742,6573016.941,172.095,WSE
27758,2064965.304,6573013.196,172.196,WSE
27759,2064969.119,6573010.62,172.124,WSE
27760,2064973.918,6573008.144,172.255,WSE
27761,2064978.53,6573005.921,172.192,WSE
27762,2064983.251,6573003.715,172.184,WSE
27763,2064987.992,6573001.545,172.166,WSE
27764,2064992.965,6572999.858,172.076,WSE
27765,2064996.46,6572999.326,172.222,WSE
27766,2064999.504,6572997.861,172.212,WSE
27767,2065002.33,6572997.633,172.194,WSE
27768,2065004.519,6572998.287,172.214,WSE
27769,2065006.086,6572999.584,172.205,WSE
27770,2065006.498,6573000.966,172.179,WSE
27771,2065006.971,6573002.5,172.194,WSE
27772,2065007.363,6573003.533,172.187,WSE
27773,2065007.859,6573004.557,172.235,WSE
27774,2065006.931,6573006.014,172.147,WSE
27775,2065005.457,6573007.781,172.214,WSE
27776,2065003.662,6573009.356,172.19,WSE
27777,2065001.22,6573009.841,172.189,WSE
27778,2064998.469,6573009.84,172.163,WSE
27781,2064988.524,6573012.368,172.137,WSE
27782,2064984.847,6573011.487,172.118,WSE
27783,2064980.786,6573009.244,172.222,WSE
27784,2064976.503,6573006.209,172.21,WSE
27785,2064972.694,6573002.849,172.2,WSE
27786,2064969.3,6572999.5,172.168,WSE
27787,2064966.443,6572997.07,172.189,WSE
27788,2064964.2,6572995.736,172.174,WSE
27789,2064961.915,6572994.339,172.182,WSE
27790,2064959.626,6572992.747,172.144,WSE
27797,2064962.39,6572984.227,172.185,WSE
27798,2064964.677,6572984.212,172.225,WSE
27799,2064967.965,6572984.516,172.189,WSE
27800,2064971.779,6572984.574,172.169,WSE
27801,2064976.946,6572984.495,172.174,WSE
27802,2064981.984,6572983.872,172.079,WSE
27803,2064987.036,6572982.041,172.195,WSE
27804,2064991.836,6572980.162,172.113,WSE
27805,2064996.616,6572977.92,172.155,WSE
27806,2065001.655,6572976.783,172.193,WSE
27807,2065006.598,6572976.554,172.185,WSE
27808,2065008.943,6572977.129,172.22,WSE
27809,2065010.343,6572977.033,172.22,WSE
27810,2065010.864,6572977.969,172.194,WSE
27811,2065011.153,6572978.83,172.227,WSE
27812,2065010.49,6572979.298,172.212,WSE
27813,2065009.777,6572979.584,172.176,WSE
27814,2065008.39,6572979.839,172.182,WSE
27815,2065006.197,6572979.471,172.124,WSE
27816,2065003.635,6572978.43,172.188,WSE
27817,2065000.553,6572976.561,172.175,WSE
27818,2064996.619,6572974.894,172.182,WSE
27819,2064992.958,6572971.381,172.142,WSE
27820,2064990.038,6572966.824,172.17,WSE
27821,2064987.105,6572962.321,172.169,WSE
27822,2064984.221,6572958.16,172.171,WSE
27823,2064980.239,6572954.652,172.145,WSE
27824,2064976.176,6572951.669,172.117,WSE
27825,2064972.226,6572949.018,172.179,WSE
27826,2064967.798,6572947.335,172.172,WSE
27827,2064965.552,6572943.979,172.187,WSE
27828,2064965.493,6572941.391,172.166,WSE
27831,2064965.262,6572932.852,172.169,WSE
27832,2064966.393,6572929.468,172.213,WSE
27833,2064968.95,6572928.177,172.216,WSE
27834,2064970.698,6572928.151,172.191,WSE
27835,2064973.079,6572927.144,172.215,WSE
27836,2064976.607,6572926.694,172.193,WSE
27837,2064980.285,6572926.936,172.146,WSE
27838,2064983.574,6572927.962,172.187,WSE
27839,2064987.364,6572927.899,172.19,WSE
27840,2064990.254,6572925.774,172.178,WSE
27841,2064991.448,6572923.466,172.189,WSE
27842,2064991.634,6572921.703,172.216,WSE
27843,2064992.393,6572919.562,172.167,WSE
27844,2064993.682,6572916.65,172.219,WSE
27845,2064993.675,6572912.773,172.167,WSE
27846,2064992.653,6572909.617,172.217,WSE
27847,2064991.329,6572906.876,172.2,WSE
27848,2064989.864,6572904.505,172.201,WSE
27849,2064987.389,6572901.721,172.194,WSE
27850,2064984.348,6572899.177,172.136,WSE
27851,2064980.804,6572897.187,172.189,WSE
27852,2064976.741,6572894.91,172.191,WSE
27853,2064972.847,6572892.938,172.155,WSE
27854,2064970.377,6572889.845,172.173,WSE
27855,2064970.62,6572887.246,172.209,WSE
27856,2064970.235,6572885.281,172.197,WSE
27857,2064969.787,6572883.018,172.171,WSE
27858,2064969.893,6572879.986,172.175,WSE
27859,2064970.068,6572876.313,172.148,WSE
27860,2064970.471,6572872.619,172.148,WSE
27861,2064969.778,6572868.884,172.163,WSE
27862,2064971.192,6572866.052,172.165,WSE
27863,2064973.671,6572865.007,172.219,WSE
27864,2064975.257,6572865.527,172.184,WSE
27865,2064976.943,6572865.25,172.155,WSE
27866,2064979.306,6572864.94,172.183,WSE
27867,2064982.59,6572865.251,172.174,WSE
27868,2064986.029,6572866.079,172.134,WSE
27869,2064989.437,6572867.418,172.178,WSE
27870,2064993.267,6572869.385,172.14,WSE
27871,2064997.312,6572871.269,172.121,WSE
27872,2065001.113,6572873.437,172.206,WSE
27873,2065005.124,6572875.902,172.147,WSE
27874,2065009.09,6572877.995,172.088,WSE
27875,2065013.58,6572879.375,172.152,WSE
27876,2065018.693,6572879.729,172.175,WSE
27877,2065023.804,6572878.959,172.165,WSE
27878,2065027.796,6572879.176,172.155,WSE
27879,2065030.851,6572878.301,172.145,WSE
27880,2065033.323,6572876.102,172.215,WSE
27881,2065034.324,6572874.478,172.235,WSE
27882,2065034.864,6572872.606,172.217,WSE
27883,2065035.503,6572870.963,172.237,WSE
27884,2065035.996,6572869.292,172.223,WSE
27885,2065036.346,6572867.854,172.218,WSE
27886,2065036.418,6572866.43,172.208,WSE
27887,2065036.464,6572865.031,172.209,WSE
27888,2065036.427,6572863.667,172.236,WSE
27889,2065035.954,6572862.656,172.159,WSE
27890,2065034.19,6572861.784,172.139,WSE
27891,2065032.827,6572859.932,172.154,WSE
27892,2065031.997,6572858.038,172.153,WSE
27893,2065030.488,6572855.336,172.14,WSE
27894,2065028.875,6572852.185,172.158,WSE
27895,2065027.031,6572850.503,172.156,WSE
27896,2065024.19,6572848.396,172.106,WSE
27897,2065020.746,6572845.943,172.103,WSE
27898,2065016.767,6572843.909,172.119,WSE
27899,2065012.645,6572842.551,172.119,WSE
27900,2065008.807,6572841.602,172.111,WSE
27901,2065004.645,6572841.239,172.114,WSE
27902,2065000.236,6572840.687,172.14,WSE
27903,2064996.064,6572840.92,172.132,WSE
27904,2064991.808,6572841.799,172.174,WSE
27905,2064987.344,6572841.348,172.162,WSE
27906,2064983.197,6572841.021,172.183,WSE
27907,2064978.582,6572841.417,172.197,WSE
27908,2064973.774,6572841.564,172.163,WSE
27909,2064969.144,6572841.466,172.166,WSE
27910,2064964.589,6572841.829,172.186,WSE
27911,2064961.682,6572840.191,172.174,WSE
27912,2064962.312,6572838.274,172.223,WSE
27913,2064962.994,6572837.951,172.197,WSE
27914,2064962.169,6572836.688,172.204,WSE
27915,2064962.373,6572834.398,172.176,WSE
27916,2064963.111,6572831.886,172.165,WSE
27917,2064964.721,6572829.682,172.205,WSE
27918,2064966.691,6572826.989,172.175,WSE
27919,2064968.943,6572824.353,172.118,WSE
27920,2064971.606,6572821.963,172.142,WSE
27921,2064974.198,6572819.013,172.131,WSE
27922,2064974.073,6572815.346,172.151,WSE
27923,2064973.168,6572812.822,172.15,WSE
27924,2064973.461,6572809.868,172.156,WSE
27925,2064972.725,6572806.705,172.159,WSE
27926,2064970.903,6572804.707,172.165,WSE
27927,2064969.361,6572804.156,172.171,WSE
27928,2064967.217,6572802.59,172.157,WSE
27929,2064964.322,6572801.797,172.057,WSE
27930,2064961.077,6572801.137,172.19,WSE
27931,2064957.071,6572800.552,172.117,WSE
27932,2064953.034,6572800.346,172.118,WSE
27933,2064948.874,6572800.321,172.107,WSE
27934,2064945.382,6572799.556,172.119,WSE
27935,2064944.268,6572796.237,172.133,WSE
27936,2064945.008,6572794.075,172.144,WSE
27937,2064945.066,6572792.198,172.127,WSE
27938,2064944.56,6572789.516,172.146,WSE
27939,2064945.022,6572785.983,172.166,WSE
27940,2064945.161,6572782.523,172.125,WSE
27941,2064944.802,6572779.085,172.211,WSE
27942,2064943.57,6572775.988,172.153,WSE
27943,2064941.267,6572774.402,172.16,WSE
27944,2064939.566,6572774.181,172.156,WSE
27945,2064937.347,6572772.786,172.15,WSE
27946,2064934.594,6572771.781,172.147,WSE
27947,2064931.491,6572771.658,172.221,WSE
27948,2064928,6572771.886,172.181,WSE
27949,2064924.739,6572772.632,172.218,WSE
27950,2064921.308,6572774.059,172.228,WSE
27951,2064918.426,6572776.085,172.195,WSE
27952,2064915.893,6572778.655,172.31,WSE
27953,2064913.741,6572781.658,172.3,WSE
27954,2064912.304,6572784.871,172.334,WSE
27955,2064912.177,6572787.603,172.335,WSE
27956,2064911.954,6572789.737,172.182,WSE
27957,2064912.185,6572792.57,172.201,WSE
27958,2064912.225,6572795.679,172.172,WSE
27959,2064912.183,6572798.795,172.203,WSE
27960,2064910.957,6572801.527,172.2,WSE
27961,2064910.457,6572804.489,172.22,WSE
27962,2064910.362,6572808.091,172.229,WSE
27963,2064909.826,6572811.674,172.199,WSE
27964,2064909.202,6572815.176,172.174,WSE
27965,2064908.985,6572818.704,172.155,WSE
27966,2064908.487,6572822.117,172.184,WSE
27967,2064907.739,6572825.112,172.208,WSE
27968,2064905.455,6572825.844,172.195,WSE
27969,2064904.522,6572824.659,172.183,WSE
27970,2064905.696,6572823.078,172.168,WSE
27971,2064907.732,6572823.055,172.186,WSE
27972,2064908.222,6572822.984,172.212,WSE
27973,2064908.982,6572821.374,172.164,WSE
27974,2064909.712,6572819.06,172.127,WSE
27975,2064910.822,6572816.263,172.174,WSE
27976,2064911.161,6572812.772,172.157,WSE
27977,2064910.055,6572810.025,172.21,WSE
27978,2064910.289,6572806.709,172.193,WSE
27979,2064910.612,6572802.991,172.167,WSE
27980,2064910.903,6572799.259,172.224,WSE
27981,2064910.959,6572794.922,172.156,WSE
27982,2064911.037,6572790.61,172.153,WSE
27983,2064912.258,6572786.585,172.188,WSE
27984,2064914.4,6572784.37,172.176,WSE
27985,2064913.937,6572782.219,172.158,WSE
27986,2064913.219,6572780.702,172.183,WSE
27987,2064911.929,6572779.202,172.12,WSE
27988,2064910.362,6572777.86,172.171,WSE
27989,2064909.454,6572775.338,172.198,WSE
27990,2064908.547,6572772.533,172.142,WSE
27991,2064906.324,6572769.791,172.117,WSE
27992,2064903.788,6572767.713,172.005,WSE
27999,2064915.776,6572765.889,172.211,WSE
28000,2064920.852,6572766.143,172.226,WSE
28001,2064925.913,6572766.487,172.2,WSE
28002,2064930.067,6572767.557,172.21,WSE
28003,2064933.63,6572769.046,172.212,WSE
28004,2064936.794,6572770.77,172.15,WSE
28005,2064940.011,6572771.647,172.212,WSE
28006,2064943.776,6572772.041,172.118,WSE
28007,2064947.868,6572772.977,172.162,WSE
28008,2064952.095,6572774.161,172.088,WSE
28009,2064956.458,6572775.205,172.14,WSE
28010,2064961.092,6572775.41,172.173,WSE
28011,2064965.946,6572776.853,172.188,WSE
28012,2064970.648,6572778.45,172.157,WSE
28013,2064975.508,6572780.312,172.118,WSE
28014,2064980.657,6572781.631,172.097,WSE
28015,2064985.825,6572782.705,172.2,WSE
28016,2064990.885,6572784.217,172.119,WSE
28017,2064995.977,6572785.794,172.056,WSE
28018,2065000.962,6572787.398,172.159,WSE
28019,2065005.644,6572789.185,172.125,WSE
28020,2065010.439,6572790.949,172.133,WSE
28021,2065015.421,6572792.245,172.137,WSE
28022,2065020.156,6572792.491,172.123,WSE
28023,2065025.095,6572791.973,172.179,WSE
28024,2065030.061,6572791.104,172.18,WSE
28025,2065035.175,6572790.34,172.072,WSE
28026,2065039.829,6572790.051,172.177,WSE
28027,2065044.53,6572789.323,172.122,WSE
28028,2065048.728,6572788.813,172.146,WSE
28029,2065051.116,6572787.789,172.156,WSE
28030,2065052.793,6572785.359,172.253,WSE
28031,2065052.784,6572783.164,172.243,WSE
28032,2065052.276,6572780.684,172.296,WSE
28033,2065050.982,6572778.425,172.264,WSE
28034,2065050.024,6572774.359,172.298,WSE
28035,2065048.38,6572770.921,172.414,WSE
28036,2065047.434,6572768.344,172.289,WSE
28037,2065047.202,6572765.527,172.309,WSE
28038,2065047.933,6572759.782,172.317,WSE
28039,2065048.664,6572755.38,172.262,WSE
28040,2065051.096,6572748.718,172.193,WSE
28041,2065052.986,6572744.524,172.119,WSE
28042,2065055.8,6572741.828,172.085,WSE
28043,2065057.934,6572740.012,172.188,WSE
28044,2065061.37,6572736.757,172.227,WSE
28053,2065054.544,6572720.654,172.139,WSE
28054,2065050.966,6572718.733,172.119,WSE
